"地点名称","楼盘名称","地址","纬度","经度"
"美景花園 9座 27樓 E室","明翹匯中原地產青衣美景花園分行","Hong Kong, Tsing Yi, 3樓83號舖 Mayfair Gardens Block 7",22.3445061,114.1075422
"海燕花園 1期 新運路68號 5樓 G室","Swallow Garden","Swallow Garden, 68 San Wan Rd, Fanling, Hong Kong",22.4949749,114.1378871
"The Yoho Hub C期 The Yoho Hub II 6座 26樓 C室",NA,NA,NA,NA
"裕豐洋樓 六樓 F室","豐裕樓","Fung Yue Building, Kau Yuk Rd, Yuen Long, Hong Kong",22.443122,114.0253097
"Grand Yoho 1期 2座 12樓 A室",NA,NA,NA,NA
"柏景灣 車位 地下 115號",NA,NA,NA,NA
"金禧花園 5座 18樓 H室","Grandeur Garden Block 5","Grandeur Garden Block 5, 14 Chik Fai St, Tai Wai, Hong Kong",22.3741313,114.1775702
"鳳輝臺 1 號 四樓 1A號(B室)",NA,NA,NA,NA
"浩明雅苑 18樓 D室",NA,NA,NA,NA
"蔚藍灣畔 5座 31樓 C室","Residence Oasis Tower 5","Residence Oasis Tower 5, 15 Pui Shing Rd, Hang Hau, Hong Kong",22.3155765,114.2651218
"薈蕎 2翼 5樓 C3室",NA,NA,NA,NA
"邁亞美海灣 5座 21樓 E室","迈亚美海湾三座","Miami Beach Towers Block 3, 268號 Wu Chui Rd, Tuen Mun, Hong Kong",22.3721427,113.9691218
"傲玟 1座 16樓 A室",NA,NA,NA,NA
"海日灣II 8座 5樓 F室",NA,NA,NA,NA
"Miami Quay 1期 1座 9樓 B室",NA,NA,NA,NA
"半島豪庭 4座 28樓 E室","Royal Peninsula Block 4","Royal Peninsula Block 4, Hung Hom, Hong Kong",22.3048535,114.184877
"晉名峰 D座 25樓 B室","The Grandville Tower D","The Grandville Tower D, 2 Lok Kwai Path, Fo Tan, Hong Kong",22.4009274,114.1937476
"金毓大廈 6樓 B室",NA,NA,NA,NA
"德雅苑 25樓 21室",NA,NA,NA,NA
"大興花園 2期 6座 21樓 D室","Tai Hing Garden Phase 2 Blk 6","6號 Ho Hing Circuit, Tuen Mun, Hong Kong",22.399127,113.971246
"昌宏大廈 二十三樓 H室","藝承畢業製作公司","Hong Kong, Kwai Chung, Castle Peak Rd - Kwai Chung, 403-413號, Reason Group Tower, 12樓G室",22.3641432,114.1354528
"兆禧苑 安禧閣 (A座) 三十一樓 10室","Siu Hei Court On Hei House","Siu Hei Court On Hei House, 201 Wu Chui Rd, Tuen Mun, Hong Kong",22.3731717,113.9676745
"嘉湖山莊 6期 美湖居 3座 24樓 C室","Maywood Court - Kingswood Villas Block 3","Maywood Court - Kingswood Villas Block 3, 9 Tin Lung Rd, Tin Shui Wai, Hong Kong",22.4612195,114.0051056
"海悅花園 2座 20樓 H室","Serene Garden","77 Tsing King Rd, Tsing Yi, Hong Kong",22.3535452,114.1077969
"康強苑 35樓 2室","Hong Keung Court","Hong Keung Court, 23 Heng Lam St, Lo Fu Ngam, Hong Kong",22.3371978,114.1895689
"山景邨 景樂樓 (6座) 15樓 A6室","Shan King Estate King Mei House","Hong Kong, 鳴琴路屯門第7/8區",22.399818,113.966852
"好發大廈 9樓 E室","Rich Building","Rich Building, 6 Tsing Min Path, San Hui, Hong Kong",22.40373,113.9785132
"錦豐苑 錦蓉閣 (A座) 31樓 13室","Kam Fung Court Block A Kam Yung House","Kam Fung Court Block A Kam Yung House, 638 Sai Sha Rd, Ma On Shan, Hong Kong",22.4246738,114.2260904
"富寧花園 5座 33樓 B室","Fu Ning Garden Block 5","Fu Ning Garden Block 5, 25 Po Ning Rd, Hang Hau, Hong Kong",22.3190052,114.2678753
"藝里坊．1號 16樓 D室",NA,NA,NA,NA
"華敦大廈 A座 7樓 A4室",NA,NA,NA,NA
"安寧花園 5座 9樓 F室","On Ning Garden Block 5","On Ning Garden Block 5, 10 Sheung Ning Rd, Hang Hau, Hong Kong",22.3160735,114.2624072
"囍滙 2期 1座 12樓 H室",NA,NA,NA,NA
"環海．東岸 3樓 J室(T1b)",NA,NA,NA,NA
"澐璟 1座 15樓 B室",NA,NA,NA,NA
"連方 II 25樓 N9室",NA,NA,NA,NA
"連方 II 18樓 N10室",NA,NA,NA,NA
"連方 II 18樓 S5室",NA,NA,NA,NA
"連方 I 11樓 D室",NA,NA,NA,NA
"嘉熙 1座 18樓 A室",NA,NA,NA,NA
"連方 I 21樓 H室",NA,NA,NA,NA
"連方 I 22樓 H室",NA,NA,NA,NA
"南豐新邨 5座 24樓 B室","Nam Fung Sun Chuen Block 5","Nam Fung Sun Chuen Block 5, 40 Greig Road, Quarry Bay, Hong Kong",22.2816468,114.2134493
"御龍山 11座 50樓 D室","The Palazzo Tower 11","The Palazzo Tower 11, 28 Lok King St, Fo Tan, Hong Kong",22.3960179,114.1993471
"愉景灣 5期頤峰 怡山閣 (4座) 8樓 B室",NA,NA,NA,NA
"廣發大廈 五樓 E室(268號)",NA,NA,NA,NA
"時興大廈 2樓 A室",NA,NA,NA,NA
"柏傲灣 2B座 18樓 C室",NA,NA,NA,NA
"浪澄灣 9座 40樓 B室","The Long Beach Tower 9","The Long Beach Tower 9, 8 Hoi Fai Rd, Tai Kok Tsui, Hong Kong",22.3204497,114.1559054
"彌敦大廈 八樓 512號(後座)","Nathan Apartments","Nathan Apartments, 506-512 Nathan Rd, Yau Ma Tei, Hong Kong",22.3122236,114.1710367
"海日灣II 13座 7樓 A室",NA,NA,NA,NA
"天寰 車位 1號 108號",NA,NA,NA,NA
"益發大廈 5樓 11室",NA,NA,NA,NA
"僑英大廈 十五樓 B室","WHITE DAY ROOMS LIMITED","Hong Kong, Quarry Bay, King's Rd, 846號, Mansion Building, 1字樓A、B室",22.289996,114.209096
"Wetland Seasons Bay 3期 6B座 9樓 A8室",NA,NA,NA,NA
"僑英大廈 十四樓 C室","Fok Ying Building","379～381 King's Rd, North Point, Hong Kong",22.2909739,114.1982525
"富雅花園 3座 23樓 K室","Full Art Garden Block 3","Full Art Garden Block 3, Shek Kong, Hong Kong",22.4256962,114.085187
"玉山大廈 6樓 A室","Giok San Building","31～35 Tang Lung St, Bowrington, Hong Kong",22.2791948,114.1823034
"葵麗大廈 11樓 F室","Kwai Lai Building","Kwai Lai Building, 29-45 Shek Yam Rd, Shek Yam, Hong Kong",22.368621,114.1397786
"置富花園 富怡苑 (H-7座) 1樓 H室","Block 1- 7 Chi Fu Fa Yuen; Chi Fu Road","Pok Fu Lam, Hong Kong",22.25595,114.13975
"富家閣 4樓 C室","Wealth Court","Wealth Court, 28 Tsat Tsz Mui Rd, North Point, Hong Kong",22.2906019,114.2013443
"畢架山花園 14座 6樓 D室",NA,NA,NA,NA
"紹恆大廈 五樓 E室","紹恆大廈","Shiu Hang Building, Un Chau St, Cheung Sha Wan, Hong Kong",22.3395916,114.1537388
"清水灣半島 2期 6座 38樓 C室",NA,NA,NA,NA
"欣盛苑 欣耀閣 (E座) 高層 4室","Yan Shing Court Yan Fai House","Hong Kong, 華明路十五號",22.486077,114.139363
"麗城花園 3期 3座 中層 H室","丽城花园三期二座","625號 Castle Peak Rd - Tsuen Wan, Chai Wan Kok, Hong Kong",22.3713714,114.101072
"德福花園 B座 中層 5室",NA,NA,NA,NA
"美居中心 2座 高層 D室","Manor Centre Blk 5","218號 Fuk Wing St, Un Chau, Hong Kong",22.3344825,114.1596788
"愉景灣 3期康慧台 康和閣 中層 C室","Brilliance Court, Hillgrove Village, Discovery Bay","Hillgrove Vill - Discovery Bay Brillance Court, 3 Discovery Bay Rd, Discovery Bay, Hong Kong",22.294395,114.014954
"昇柏山 低層 RD室","The Rise","The Rise, 號, 63 Yau Ma Hom Rd, Tsuen Wan, Hong Kong",22.3712654,114.1329258
"東港城 2座 低層 B室","East Point City","8 Chung Wa Rd, Tseung Kwan O, Hong Kong",22.3169972,114.2654283
"半島豪庭 3座 低層 E室","Royal Peninsula BLK 3","Royal Peninsula Block 3, 8 Hung Lai Rd, Hung Hom Bay, Hong Kong",22.3049517,114.1844053
"聚賢居 1座 中層 A室","Centrestage","Centrestage Tower 1, 108 Hollywood Rd, Sheung Wan, Hong Kong",22.2837076,114.1510558
"The Austin 3A座 中層 B室",NA,NA,NA,NA
"德福花園 K座 高層 3室",NA,NA,NA,NA
"廣明苑 廣寧閣 (F座) 高層 1室","廣明苑：F座（廣寧閣）","Hong Kong, Tseung Kwan O, Po Hong Rd, Kwong Ming Court Kwong Ning House, 1201室",22.3126064,114.2600854
"日出康城 6期 Lp6 3座 中層 G室",NA,NA,NA,NA
"新都城 2期 8座 中層 E室",NA,NA,NA,NA
"旭輝臺 2座 高層 F室","Radiant Towers","Radiant Towers, Tseung Kwan O, Hong Kong",22.323719,114.2548605
"寶華軒 高層 C室","Casa Bella","117 Caine Rd, Central, Hong Kong",22.282763,114.150854
"錦繡花園 L段第五街","Section L 5th St","Section L 5th St, Fairview Park, Hong Kong",22.481755,114.04574
"滿華樓 中層 6室",NA,NA,NA,NA
"新都城大廈 高層 20室",NA,NA,NA,NA
"峻峰花園 C座 高層 6室","Perfect Mount Gardens","1 Po Man St, Shau Kei Wan, Hong Kong",22.278868,114.2290074
"太古城 海天花園 南天閣 (62座) 中層 D室",NA,NA,NA,NA
"藍塘道47-49號 低層 49B室",NA,NA,NA,NA
"君匯港 5座 低層 A室","Harbour Green Tower 5","Harbour Green Tower 5, 8 Sham Mong Rd, Tai Kok Tsui, Hong Kong",22.3222471,114.1593093
"日出康城 10期 LP10 2座 (2B) 中層 C室",NA,NA,NA,NA
"煜明苑 熹明閣 (C座) 高層 7室","煜明苑：C座（熹明閣）","Hong Kong, Hang Hau, Flat 2703, Hei Ming House, Yuk Ming Court, Tseung Kwan O",22.3148276,114.2670636
"The Parkside 1A座 高層 B室",NA,NA,NA,NA
"利奧坊．曉岸 1座 中層 E室",NA,NA,NA,NA
"嘉榮大廈 低層 A室","嘉榮大廈","534～538號 Nathan Rd, Yau Ma Tei, Hong Kong",22.3136581,114.1706939
"Oasis Kai Tak 5座 高層 A室",NA,NA,NA,NA
"葵麗大廈 高層 F室","Kwai Fung Building","196號 Hing Fong Rd, Kwai Chung, Hong Kong",22.359124,114.127412
"維港．星岸 1座 中層 A室",NA,NA,NA,NA
"匯翠台 2座 高層 A室","Greenway Terrace","香港跑馬地連道5-7號匯翠臺 / GREENWAY TERRACE, 5, 7 Link Rd, Happy Valley, Hong Kong",22.2752824,114.1853204
"馬鞍山中心 4座 低層 B室","Ma On Shan Centre Shopping Arcade","1 On Chun Street, Ma On Shan, New Territories, Hong Kong",22.4258737,114.2331456
"雅景臺 4座 中層 E室","Chateau Scenic","12-20 Ma Ying Path, Kau To Shan, Hong Kong",22.4053876,114.2036657
"新葵芳花園 E座 低層 5室","New Kwai Fong Gardens Block E","New Kwai Fong Gardens Block E, 12 Kwai Yi Rd, Kwai Fong, Hong Kong",22.3574317,114.1288033
"天頌苑 頌碧閣 (E座) 中層 6室","Tin Chung Court Block E Chung Pik House","Tin Chung Court Block E Chung Pik House, 3 Tin Wing Rd, Tin Shui Wai, Hong Kong",22.4606123,113.9995302
"綠楊新邨 J座 低層 7室","Luk Yeung Sun Chuen","Luk Yeung Sun Chuen Block S, Wai Tsuen Rd, Tsuen Wan, Hong Kong",22.3740119,114.1186646
"青華苑 華璇閣 (B座) 高層 1室","Wah Suen House (Blk B)","22號 Tsing Chin St, Tsing Yi, Hong Kong",22.3488866,114.0985868
"青華苑 華豐閣 (D座) 低層 8室","Ching Wah Court Block F Wah Cheung House","22號 Tsing Chin St, Tsing Yi, Hong Kong",22.3484761,114.1014635
"海欣花園 2座 中層 E室","Grand Horizon Block 2","Grand Horizon Block 2, Cheung Wan St, Tsing Yi, Hong Kong",22.3526094,114.1092609
"康山花園 6座 低層 D室","康山花园六座","Kornhill Garden Block 6, 1120 King's Rd, Kornhill, Hong Kong",22.285479,114.2166007
"珀麗灣 3期 21座 低層 C室","Park Island Tower 21","8 Pak Lai Rd, Park Island, Hong Kong",22.3520224,114.0600515
"新港城 5期 海濤居 4座 低層 F室",NA,NA,NA,NA
"帝后華庭 3座 低層 F室","Queen's Terrace Tower 3","Queen's Terrace Tower 3, 1 Queen St, Sheung Wan, Hong Kong",22.2870208,114.1476807
"名城 3期 盛世 2座 低層 SA室",NA,NA,NA,NA
"嘉隆苑 嘉昇閣 (A座) 高層 5室","Ka Lung Court Block A Ka Sing House","Kellet Bay, Hong Kong",22.2494103,114.1389964
"環宇海灣 3座 中層 B室","City Point Block 3","City Point Block 3, 48 Tsuen Wan Rd, Tsuen Wan, Hong Kong",22.3646715,114.1142676
"名城 3期 盛世 1座 低層 NB室",NA,NA,NA,NA
"嘉新大樓 中層 B室","Carson Mansion","Carson Mansion, 4 Dung Fat St, Tsuen Wan, Hong Kong",22.3727477,114.1161124
"錦豐苑 錦荷閣 (H座) 中層 17室","Kam Fung Court","Kam Fung Court Block E Kam Kwai House, 638 Sai Sha Rd, Ma On Shan, Hong Kong",22.4223561,114.2250014
"景峰花園 3座 高層 A室","Prime View Garden Commercial Complex","2 King Fung Path, San Hui, Hong Kong",22.4032393,113.9797899
"昇柏山 中層 RE室","The Rise","The Rise, 號, 63 Yau Ma Hom Rd, Tsuen Wan, Hong Kong",22.3712654,114.1329258
"Novo Land 1A期 Elverum 1座 中層 H室",NA,NA,NA,NA
"上水中心 5座 高層 B室","Sheung Shui Centre","3 Chi Cheong Rd, Sheung Shui, Hong Kong",22.5008858,114.1299577
"麗港城 3期 33座 高層 G室","Laguna City Phase 3 Club House","2 S Laguna St, Kwun Tong, Hong Kong",22.305115,114.2282595
"麗港城 1期 8座 中層 E室","麗港城八座","Laguna City Block 8, Laguna St, Laguna City, Hong Kong",22.3065597,114.2265347
"麗港城 1期 8座 中層 F室","Laguna City Block 8","Laguna City Block 8, 25 Laguna St, Laguna City, Hong Kong",22.3065325,114.2265429
"Yoho Town 2期 Yoho Midtown 1座 中層 G室",NA,NA,NA,NA
"太安樓 13樓 51室",NA,NA,NA,NA
"守運樓 16樓 D室",NA,NA,NA,NA
"啟欣苑 B座 25樓 4室",NA,NA,NA,NA
"啟欣苑 B座 9樓 9室",NA,NA,NA,NA
"啟欣苑 A座 31樓 18室",NA,NA,NA,NA
"啟欣苑 A座 24樓 25室",NA,NA,NA,NA
"冠山苑 23樓 8室",NA,NA,NA,NA
"兆翠苑 B座 20樓 7室",NA,NA,NA,NA
"兆翠苑 B座 5樓 4室",NA,NA,NA,NA
"兆翠苑 B座 6樓 5室","兆翠苑B座","26號 Hang Fu St, Tuen Mun, Hong Kong",22.3833931,113.9709399
"安秀苑 A座 29樓 13室",NA,NA,NA,NA
"安秀苑 B座 1樓 13室",NA,NA,NA,NA
"安秀苑 A座 31樓 21室",NA,NA,NA,NA
"安秀苑 B座 11樓 16室",NA,NA,NA,NA
"安秀苑 A座 6樓 1室",NA,NA,NA,NA
"安秀苑 B座 23樓 26室",NA,NA,NA,NA
"安秀苑 A座 17樓 12室",NA,NA,NA,NA
"安秀苑 A座 8樓 4室",NA,NA,NA,NA
"安秀苑 B座 11樓 1室",NA,NA,NA,NA
"翠麗花園 5座 25樓 C室","Tsui Lai Garden Block 5","Tsui Lai Garden Block 5, 9 Fung Nam Rd, Sheung Shui, Hong Kong",22.5079661,114.1282126
"嘉湖山莊 6期 美湖居 2座 30樓 H室","Maywood Court - Kingswood Villas Block 2","Maywood Court - Kingswood Villas Block 2, 9 Tin Lung Rd, Tin Shui Wai, Hong Kong",22.4613361,114.004641
"安豐大廈 5樓 F室","The 5B Private Corner","Hong Kong, Tsuen Wan, Chai Wan Kok St, 38-40號Room B, 5/F Tsuen Tung Factory Building",22.3731325,114.1071044
"嘉湖山莊 7期 景湖居 3座 19樓 A室","Kenswood Court - Kingswood Villas Block 3","Kenswood Court - Kingswood Villas Block 3, 2 Tin Lung Rd, Tin Shui Wai, Hong Kong",22.4600614,114.0074751
"安和園 安寧大廈 七樓 A室","安寧樓","On Ning Building, Yuen Long On Ning Rd, Yuen Long, Hong Kong",22.445952,114.022205
"毓華樓 三樓 E室","Wan Wah Mansion","Shop C1-C2, Wan Wah Mansion, 26 Yuk Wah Cres, Tsz Wan Shan, Hong Kong",22.3467581,114.2029186
"葵祥大廈 16樓 E室","Kwai Cheung Building","103 Wing Fong Rd, Kwai Chung, Hong Kong",22.3599179,114.1262724
"德泰大廈 21樓 K室","Tak Tai Building","Tak Tai Building, 19 Tai Ha St, Kwai Chung, Hong Kong",22.3690331,114.1230799
"大興花園 2期 11座 11樓 F室","Tai Hing Garden Phase 2 Blk 11","11號 Ho Hing Circuit, Tuen Mun, Hong Kong",22.399164,113.972489
"啟欣苑 A座 12樓 3室",NA,NA,NA,NA
"高宏苑 B座 9樓 4室",NA,NA,NA,NA
"海茵莊園 1座 33樓 A1室",NA,NA,NA,NA
"兆麟苑 輝麟閣 (K座) 三十一樓 6室",NA,NA,NA,NA
"昌盛洋樓 十三樓 C室","Cheong Shing Mansion","33～39 Wing Hing St, Causeway Bay, Hong Kong",22.2855452,114.1926885
"冠山苑 23樓 3室",NA,NA,NA,NA
"均益大廈 2期 B座 22樓 B10室",NA,NA,NA,NA
"荔欣苑 荔林閣 (C座) 39樓 10室","Lai Yan Court Block C Lai Lam House","Lai Yan Court Block C Lai Lam House, Lai King Hill Rd, Lai Chi Kok, Hong Kong",22.3433937,114.1369261
"怡樂花園 3座 8樓 A室","Elegance Gardens Blk 3","Elegance Gardens Block 3, King Fung Path, San Hui, Hong Kong",22.4047735,113.9818887
"藍灣半島 8座 33樓 F室","Island Resort Block 8","Island Resort Block 8, 28 Siu Sai Wan Rd, Siu Sai Wan, Hong Kong",22.2670544,114.2508223
"美孚新邨 5期 蘭秀道22-24號 3樓 24號C室",NA,NA,NA,NA
"現崇山 3B座 19樓 A室","香港置業 | 東中九龍 - 現崇山分行","樓12號舖, 九龍黃大仙睦鄰街8號現崇山商場2, Hong Kong",22.340828,114.197249
"海灣花園 4座 36樓 F室","Waterside Plaza Block 4","Waterside Plaza Block 4, 38 Wing Shun St, Tsuen Wan, Hong Kong",22.3635419,114.1145739
"廣林苑 興林閣 (A座) 二十三樓 15室",NA,NA,NA,NA
"啟鑽苑 5座 (啟湖閣) 19樓 5室","Kai Chuen Court","235號 Choi Hung Rd, Tai Hom, Hong Kong",22.3393001,114.2000991
"啟鑽苑 4座 (啟濤閣) 9樓 5室",NA,NA,NA,NA
"啟鑽苑 4座 (啟濤閣) 17樓 5室",NA,NA,NA,NA
"Larchwood 3樓 J室",NA,NA,NA,NA
"曉柏峰 A座 25樓 A4室",NA,NA,NA,NA
"馬頭圍道96號 五樓 96號","五 96 号","五 96 号, 96 Ma Tau Wai Road, 96 Ma Tau Wai Rd, Hok Yuen, Hong Kong",22.3100861,114.1874405
"馬頭圍道96號 七樓 96號","七 96 号","七 96 号, 96 Ma Tau Wai Road, 96 Ma Tau Wai Rd, Hok Yuen, Hong Kong",22.3100861,114.1874405
"馬頭圍道96號 八樓 96號","八 96 号","八 96 号, 96 Ma Tau Wai Road, 96 Ma Tau Wai Rd, Hok Yuen, Hong Kong",22.3100861,114.1874405
"丹拿花園 5座 10樓 C室",NA,NA,NA,NA
"沙田第一城 2期 23座 26樓 E室","City One - Shatin Block 23","City One - Shatin Block 23, 3 Tak Kei St, City One - Shatin, Hong Kong",22.3859347,114.2021304
"名鑽 9樓 E室",NA,NA,NA,NA
"貝沙灣 6期 Bel-Air No. 8 5座 12樓 C室",NA,NA,NA,NA
"Novo Land 3B期 Fiskars 2B座 30樓 F室",NA,NA,NA,NA
"毓華樓 八樓 H室","Wah Lai House","153-155 Po Kong Village Rd, Tsz Wan Shan, Hong Kong",22.3465428,114.2024245
"太湖花園 1期 8座 15樓 G室","Serenity Park Block 1","Serenity Park Block 1, Tai Po Tau Rd, Tai Po Tau, Hong Kong",22.4543661,114.1604936
"祥華邨 祥智樓 1樓 C4室",NA,NA,NA,NA
"德昌大廈 11樓 D室","德昌大廈商場","Tak Cheong Building, Kwai Chung Rd, Kwai Chung, Hong Kong",22.3672988,114.1332523
"海濱南岸 1座 11樓 B室",NA,NA,NA,NA
"浪濤灣 車位 地下 51號",NA,NA,NA,NA
"長安邨 安湖樓 (5座) 4樓 6室","Cheung On Estate Block 5 On Wu House","Cheung On Estate Block 5 On Wu House, 1 Tam Kon Shan Rd, Nga Ying Chau, Hong Kong",22.3609841,114.1044067
"海昌大樓 19樓 C室",NA,NA,NA,NA
"太子道西233號 6樓 B室","6 b","6 b, 233 Prince Edward Rd W, Kadoorie Hill, Hong Kong",22.3253466,114.1767333
"名城 3期 盛世 車位 停車場層 R296號","Festival City I","1 Mei Tin Rd, Tai Wai, Hong Kong",22.3701591,114.175644
"中興樓 三樓 29室",NA,NA,NA,NA
"映灣園 1期 賞濤軒 1座 6樓 G室",NA,NA,NA,NA
"世安樓 2樓 A室","Sai On Building","Sai On Building, 93-95 Belcher's St, Kennedy Town, Hong Kong",22.2828163,114.12877
"南豐廣場 1座 18樓 B室","Nan Fung Plaza Block 1","Nan Fung Plaza Block 1, 8 Pui Shing Rd, Hang Hau, Hong Kong",22.314343,114.2634288
"聚賢逸居 7樓 A室","Westview Height","Westview Heights, 163 Belcher's St, Kennedy Town, Hong Kong",22.2824773,114.1270147
"天盛苑 盛悅閣 (J座) 18樓 5室","Tin Shing Court Block J Shing Yuet House","Tin Shing Court Block J Shing Yuet House, 3 Tin Ching St, Tin Shui Wai, Hong Kong",22.4482329,114.0002736
"維壹 35樓 C室",NA,NA,NA,NA
"御景峰 3樓 F室",NA,NA,NA,NA
"黃埔花園 9期 百合苑 6座 9樓 A室","Lily Mansions, Whampoa Garden","Whampoa Garden Site 9 Block 1, Tak Fung St, Whampoa Garden, Hong Kong",22.303288,114.1894967
"天馬苑 駿飛閣 (C座) 十七樓 4室",NA,NA,NA,NA
"安秀苑 A座 29樓 12室",NA,NA,NA,NA
"海日灣 Court D 1座 6樓 C室",NA,NA,NA,NA
"金禧花園 4座 14樓 E室","Grandeur Garden Block 4","Grandeur Garden Block 4, 14-18 Chik Fai St, Tai Wai, Hong Kong",22.3738909,114.1772603
"維港滙 3期 2座 22樓 C室",NA,NA,NA,NA
"維景灣畔 2期 10座 21樓 A室","Ocean Shores Tower 10","Ocean Shores Tower 10, 88 O King Rd, Tseung Kwan O, Hong Kong",22.3022608,114.2532523
"The Henley 3期 The Henley III 3B座 27樓 F室",NA,NA,NA,NA
"翔龍灣 1座 30樓 F室","Grand Waterfront Tower 1","Grand Waterfront Tower 1, 38 San Ma Tau St, Ma Tau Kok, Hong Kong",22.319385,114.1929349
"Double Coast 1期 Double Coast I 3座 39樓 A室",NA,NA,NA,NA
"傲雲峰 6座 58樓 F室","Sky Tower Tower 6","Sky Tower Tower 6, 38 Sung Wong Toi Rd, Ma Tau Chung, Hong Kong",22.3234742,114.1908315
"黃埔唐樓 C座 十二樓 11室",NA,NA,NA,NA
"麗晶花園 車位 6樓 6087號",NA,NA,NA,NA
"新都城 1期 4座 35樓 A室",NA,NA,NA,NA
"美孚新邨 2期 百老匯街33-35號 19樓 35號D室","Mei Foo Sun Chuen Stage 2","35 Broadway, Mei Foo Sun Chuen, Hong Kong",22.3361707,114.1387287
"Yoho West 1期 2B座 5樓 B7室",NA,NA,NA,NA
"嘉強苑 嘉匯閣 (A座) 二十樓 10室","Ka Keung Court BLK a Ka Wui House","3號 Fu Mei St, Wang Tau Hom, Hong Kong",22.3409352,114.1842882
"荔欣苑 荔影閣 (A座) 2樓 12室","Lai Yan Court Block A Lai Ying House","Lai Yan Court Block A Lai Ying House, 278號 Lai King Hill Rd, Lai Chi Kok, Hong Kong",22.3427703,114.1364522
"衙前圍道90號 二樓 前座",NA,NA,NA,NA
"佳景樓 2樓 A室",NA,NA,NA,NA
"衙前圍道78-80號/南角道26-28號 五樓 B室(80號)",NA,NA,NA,NA
"佳景樓 4樓 C室",NA,NA,NA,NA
"佳景樓 6樓 B室",NA,NA,NA,NA
"銀禧花園 6座 14樓 G室","Jubilee Garden Block 6","Jubilee Garden Block 6, 2-18 Lok King St, Fo Tan, Hong Kong",22.3982303,114.2004585
"仁福大廈 十五樓 A室","Yen Fook Building","120～126號 Second St, Sai Ying Pun, Hong Kong",22.2861248,114.1397101
"李鄭屋邨 道德樓 (4座) 5樓 5室","Lei Cheng Uk Estate Block 5 Lai Yeung House","Hong Kong, 保安道",22.3398144,114.1595443
"德福花園 H座 4樓 3室",NA,NA,NA,NA
"麗晶花園 14座 15樓 B室",NA,NA,NA,NA
"朗賢峯 2A期 1座 10樓 B室",NA,NA,NA,NA
"山市大廈 11樓 B室",NA,NA,NA,NA
"葵涌廣場 3座 30樓 G室","Kwai Chung Plaza","Kwai Chung Plaza Block 3, Kwai Foo Rd, Kwai Fong, Hong Kong",22.358021,114.1279037
"太子道西233號 12樓 B室","12 b","12 b, 233 Prince Edward Rd W, Kadoorie Hill, Hong Kong",22.3253466,114.1767333
"朗賢峯 2A期 1座 7樓 A室",NA,NA,NA,NA
"荃灣中心 瀋陽樓 (19座) 17樓 C室",NA,NA,NA,NA
"榮福中心 車位 地下 14號",NA,NA,NA,NA
"青泰苑 俊泰閣 (F座) 十九樓 7室","Ching Tai Court Chun Tai House","Ching Tai Court Chun Tai House, 8 Tam Kon Shan Rd, Nga Ying Chau, Hong Kong",22.3627171,114.1011551
"天麗苑 24樓 18室",NA,NA,NA,NA
"天麗苑 16樓 3室","Tin Lai Court","11號 Tin Hei St, Tin Shui Wai, Hong Kong",22.4528734,114.0080157
"凱樂苑 A座 (凱碧閣) 32樓 8室",NA,NA,NA,NA
"栢慧豪園 1期 3座 17樓 E室",NA,NA,NA,NA
"珀麗灣 3期 22座 28樓 H室","Park Island Tower 22","Park Island Tower 22, 8 Pak Lai Rd, Park Island, Hong Kong",22.352496,114.0601826
"倚龍山莊 18座 18號 PH-18A複式單位",NA,NA,NA,NA
